,Price,Brand,Screen Size,CPU type,Memory,Storage,GPU,Resolution,Backlit Keyboard,Touchscreen,Graphic Type,Operating System,Webcam,Card Reader,Thunderbolt,title,link,ppi,CPU_series,GPU_brand
793,521.99,hp,15.6,Intel Core i7 6th Gen,16,512,Intel HD Graphics 530,1920x1080,0,0,Integrated,Windows 10 Pro,Yes,0,0,"hp grade a business laptop 15.6"" intel core i7 6th gen 6820hq (2.70ghz) 16gb memory g3",https://www.newegg.com/hp-zbook-studio-g3-workstation/p/N82E16834841236?Item=N82E16834841236,141.21199808219862,Intel Core i7,Intel
794,204.99,dell,14.0,Intel Core i5 8th Gen,16,256,No,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"dell latitude 5400 14.0-in laptop - intel core i5 8265u 8th gen 1.60 ghz 16gb 256gb ssd windows 10 pro 64-bit - bluetooth, webcam, grade b",https://www.newegg.com/dell-latitude-5400-everyday-value/p/1TS-000A-0XF94?Item=1TS-000A-0XF94,157.3505121487356,Intel Core i5,No
795,549.99,hp,15.6,Intel Core i3 11th Gen,8,256,Intel UHD Graphics,1366x768,0,1,Integrated,No OS,No,0,0,"hp 15-dy2000 15-dy2046nr 15.6"" touchscreen notebook - hd - 1366 x 768 - intel core i3 11th gen i3-1115g4 dual-core (2 core) 3 ghz - 8 gb ram - 256 gb ssd - natural silver",https://www.newegg.com/silver-hp-laptop-15-dy2017ds-work-business/p/1TS-000D-0P444?Item=1TS-000D-0P444,100.45466986113651,Intel Core i3,Intel
796,2468.99,hp,16.0,Intel Core i7 13th Gen,32,1024,NVIDIA RTX A500 Graphics,2880x1800,0,0,Dedicated,Windows 11 Pro,Yes,0,0,"hp zbook firefly g10 16"" mobile workstation - 2880 x 1800 - intel core i7 13th gen (10 core) - 32 gb ram - 1 tb ssd - windows 11 pro - nvidia rtx a500 4gb notebook",https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841372?Item=N82E16834841372,212.2645754712736,Intel Core i7,NVIDIA
797,796.99,lenovo,14.0,Intel Core i5 12th Gen,8,256,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"lenovo thinkbook 14 g4 iap 21dh000rus 14"" notebook - full hd - 1920 x 1080 - intel core i5 12th gen i5-1235u deca-core (10 core) 1.30 ghz - 8 gb total ram - 8 gb on-board memory - 256 gb ssd - mi",https://www.newegg.com/gray-lenovo-thinkbook-14-g4-iap-home-personal/p/1TS-000E-10F79?Item=1TS-000E-10F79,157.3505121487356,Intel Core i5,Intel
798,1091.99,dell,13.3,Intel Core i3 13th Gen,8,256,Intel Iris Xe,1920x1080,1,1,Integrated,Windows 11 Pro,Yes,0,0,"dell notebooks 13.3"" latitude 3340 2in1 intel core i3 8gb memory 256 gb ssd intel iris xe graphics touchscreen windows 11 pro vxcy2",https://www.newegg.com/dell-latitude-3340-2in1-vxcy2/p/N82E16834833300?Item=N82E16834833300,165.6321180513006,Intel Core i3,Intel
799,799.99,hp,15.6,Intel Core i7 6th Gen,32,512,No,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,hp zbook studio g3 core i7-6820hq 2.7ghz/32gb/512gb/ssd/win10p64/b grade/refurbished,https://www.newegg.com/gray-hp-zbook-studio-g3-workstation/p/N82E16834271247?Item=N82E16834271247,141.21199808219862,Intel Core i7,No
800,495.99,lenovo,14.0,Intel Core i7 5th Gen,8,480,No,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"lenovo x1 carbon core i7-5600u 2.6ghz, 8 gb, 480gb ssd, no_odd, 14""win10p64, no_cam, no_touch, b grade(2)",https://www.newegg.com/gray-lenovo-x1-carbon-workstation/p/N82E16834845393?Item=N82E16834845393,157.3505121487356,Intel Core i7,No
801,269.99,asus,13.3,Intel Pentium Silver,4,128,Intel UHD Graphics,1920x1080,0,1,Integrated,Windows 10 Home,Yes,0,0,asus vivobook t3300ka-dh91t-ca 13.3 fhd 1920x1080 intel pentium silver n6000 1.1ghz 4gb ram 128gb ssd windows 10,https://www.newegg.com/black-asus-t3300ka-dh91t-ca-mainstream/p/1TS-001A-06XY9?Item=1TS-001A-06XY9,165.6321180513006,Intel Other CPU,Intel
802,461.99,hp,13.3,Intel Core i7 8th Gen,32,256,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp 830 g6 13.3"" grade a laptop intel core i7 8th gen 8665u (1.90ghz) 32gb memory",https://www.newegg.com/hp-elitebook-830-g6-work-business/p/N82E16834273926?Item=N82E16834273926,165.6321180513006,Intel Core i7,Intel
803,442.99,hp,13.3,Intel Core i7 8th Gen,16,512,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp 830 g6 13.3"" grade a laptop intel core i7 8th gen 8665u (1.90ghz) 16gb memory",https://www.newegg.com/hp-elitebook-830-g6-work-business/p/N82E16834273931?Item=N82E16834273931,165.6321180513006,Intel Core i7,Intel
804,419.99,dell,15.6,Intel Core i5 7th Gen,16,512,Intel HD Graphics 620,1920x1080,0,0,Integrated,Windows 10 Pro,Yes,0,0,"dell 5590 15.6"" grade a laptop intel core i5 7th gen 7200u (2.50ghz) 16gb memory",https://www.newegg.com/dell-latitude-e7270-work-business/p/N82E16834343946?Item=N82E16834343946,141.21199808219862,Intel Core i5,Intel
806,1769.0,hp,13.5,Intel Core i5 13th Gen,16,512,Intel Iris Xe,1920x1280,1,1,Integrated,Windows 11 Pro,Yes,0,1,"hp 13.5"" dragonfly g4 touch screen notebook - 878h7ut#aba - intel i5-1335u - 16 gb ram - 512 gb ssd - intel iris xe - wuxga+ - slate blue",https://www.newegg.com/slate-blue-hp-dragonfly-g4-work-business-workstation/p/N82E16834841447?Item=N82E16834841447,170.92983824421876,Intel Core i5,Intel
807,1043.99,dell,14.0,Intel Core i5 13th Gen,16,256,Intel UHD Graphics,1920x1080,0,1,Integrated,Windows 11 Pro,Yes,0,0,"dell notebook 14.0"" touchscreen latitude 3440 intel core i5 13th gen 16gb memory 256 gb ssd intel uhd graphics  windows 11 pro",https://www.newegg.com/dell-latitude-3440/p/N82E16834833229?Item=N82E16834833229,157.3505121487356,Intel Core i5,Intel
808,970.99,acer,14.0,AMD Ryzen 5 6000 Series,16,512,AMD Radeon 660M,1920x1080,0,0,Integrated,Windows 11 Pro,No,0,0,"acer 14"" touchscreen travelmate amd ryzen 5 pro 6650u 16gb memory 512 gb amd radeon 660m windows 11 pro notebook",https://www.newegg.com/slate-blue-acer-travelmate-tmp414-41-r854/p/N82E16834360238?Item=N82E16834360238,157.3505121487356,AMD Ryzen 5,AMD
809,407.99,lenovo,12.2,Intel N-series,4,64,Intel UHD Graphics,1920x1200,0,1,Integrated,Chrome OS,Yes,0,0,"lenovo 82w4000aus 500e yoga 12.2"" chromebook - n-series n100 - 4 gb ram - 32 gb emmc - chrome os",https://www.newegg.com/lenovo-500e/p/N82E16834840296?Item=N82E16834840296,185.58651407324467,Intel Other CPU,Intel
810,934.99,dell,15.6,Intel Xeon,32,1024,NVIDIA Quadro T1000,1920x1080,0,0,Dedicated,Windows 11 Pro,Yes,0,0,"dell grade a mobile workstation 15.6"" intel xeon e-2276m (2.80ghz) 32gb memory 5540",https://www.newegg.com/dell-precision-5540-workstation/p/N82E16834833330?Item=N82E16834833330,141.21199808219862,Intel Other CPU,NVIDIA
811,1280.0,aorus,15.6,Intel Core i7 12th Gen,16,512,NVIDIA GeForce RTX 3070 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,No,1,1,"aorus aorus 5 se4-73us513sh 15.6"" gaming laptop",https://www.newegg.com/p/N82E16834725205R?Item=N82E16834725205R,141.21199808219862,Intel Core i7,NVIDIA
812,1096.99,dell,14.0,Intel Core i5 13th Gen,16,256,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"dell notebook latitude 3440 14"" intel core i5 13th gen 16gb memory 256 gb ssd intel uhd graphics windows 11 pro",https://www.newegg.com/dell-latitude-3440/p/N82E16834833228?Item=N82E16834833228,157.3505121487356,Intel Core i5,Intel
813,1423.99,hp,14.0,Intel Core i5 12th Gen,16,512,Intel Iris Xe,1920x1200,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp elitebook 840 g9 14"" notebook - wuxga - 1920 x 1200 - intel core i5 12th gen i5-1235u deca-core (10 core) - 16 gb total ram - 512 gb ssd - windows 11 pro - intel iris xe graphics - in-plane sw",https://www.newegg.com/hp-840-g9-6c174ut-aba-home-personal/p/1TS-000D-0YWA0?Item=1TS-000D-0YWA0,161.72539083525606,Intel Core i5,Intel
814,324.99,hp,13.3,Intel Core i5 8th Gen,8,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp 830 g5 13.3"" grade a laptop intel core i5 8th gen 8350u (1.70ghz) 8gb memory",https://www.newegg.com/hp-elitebook-830-g5-work-business/p/N82E16834841286?Item=N82E16834841286,165.6321180513006,Intel Core i5,Intel
815,444.99,hp,13.3,Intel Core i7 8th Gen,16,512,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp 830 g5 13.3"" grade a laptop intel core i7 8th gen 8650u (1.90ghz) 16gb memory",https://www.newegg.com/hp-elitebook-830-g5-work-business/p/N82E16834273922?Item=N82E16834273922,165.6321180513006,Intel Core i7,Intel
816,319.99,lenovo,12.5,Intel Core i5 8th Gen,8,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"lenovo x280 12.5"" grade a laptop intel core i5 8th gen 8350u (1.70ghz) 8gb memory",https://www.newegg.com/lenovo-thinkpad-x280-work-business/p/N82E16834840256?Item=N82E16834840256,176.23257360658386,Intel Core i5,Intel
817,839.99,dell,15.6,Intel Core i7 10th Gen,16,512,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"dell 5510 15.6"" grade b laptop intel core i7 10th gen 10610u (1.80ghz) 16gb memory",https://www.newegg.com/dell-latitude-5510-work-business/p/N82E16834833075?Item=N82E16834833075,141.21199808219862,Intel Core i7,Intel
819,169.99,asus,15.6,Intel Celeron,4,64,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 10 Home,Yes,0,0,"asus l510ma-dh02 15.6"" full hd 1920x1080 laptop intel celeron n4020 1.1ghz 4gb ddr4 64gb emmc windows 10 home in s mode",https://www.newegg.com/black-asus-l510ma-dh02-mainstream/p/1TS-001A-08TU0?Item=1TS-001A-08TU0,141.21199808219862,Intel Other CPU,Intel
820,1534.99,dell,13.3,Intel Core i7 13th Gen,16,512,Intel Iris Xe,2560x1600,1,1,Integrated,Windows 11 Pro,Yes,0,1,"dell notebooks 13.3"" latitude 7340 2in1 intel core i5 13th gen 16gb memory 256 gb ssd intel iris xe graphics windows 11 pro npxc7 touchscreen",https://www.newegg.com/dell-latitude-7340-2-in-1-fp5gt/p/N82E16834833294?Item=N82E16834833294,226.98300468106115,Intel Core i7,Intel
821,1286.99,acer,14.0,Intel Core i7 11th Gen,16,512,Intel Iris Xe,1920x1200,1,0,Integrated,Windows 11 Pro,No,0,1,"acer 14"" travelmate notebook intel core i7-1165g7 16gb memory 512 gb ssd intel iris xe graphics windows 11 pro",https://www.newegg.com/galaxy-black-acer-travelmate-tmp614-52-72b7/p/N82E16834360239?Item=N82E16834360239,161.72539083525606,Intel Core i7,Intel
822,754.99,hp,14.0,Intel Core i5 10th Gen,16,512,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 10 Pro,Yes,0,0,"hp 840 g7 14.0"" grade a laptop intel core i5 10th gen 10310u (1.70ghz) 16gb memory",https://www.newegg.com/black-hp-elitebook-840-g7/p/N82E16834841023?Item=N82E16834841023,157.3505121487356,Intel Core i5,Intel
823,469.99,dell,15.6,Intel Core i5 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"dell 5590 15.6"" grade b laptop intel core i5 8th gen 8250u (1.60ghz) 16gb memory",https://www.newegg.com/dell-latitude-5590-work-business/p/N82E16834833188?Item=N82E16834833188,141.21199808219862,Intel Core i5,Intel
824,1520.99,dell,15.6,Intel Core i5 13th Gen,16,256,Intel Integrated Graphics,1920x1080,1,1,Integrated,Windows 11 Pro,Yes,0,0,"dell notebooks 15.6"" latitude 5540 intel core i5 13th gen 16gb memory 256 gb ssd intel integrated graphics touchscreen windows 11 pro",https://www.newegg.com/dell-latitude-5540/p/N82E16834833237?Item=N82E16834833237,141.21199808219862,Intel Core i5,Intel
825,1099.99,acer,14.0,AMD Ryzen 5 PRO,16,512,No,1920x1200,0,1,Integrated,Windows 11 Pro,No,0,0,"acer travelmate spin p4 p414rn-41 tmp414rn-41-r6ek amd ryzen 5 pro 2.90ghz 16gb memory 14"" touchscreen 1920 x 1200 2 in 1 laptop windows 11 pro",https://www.newegg.com/acer-travelmate-spin-p4-p414rn-41-tmp414rn-41-r6ek-slate-blue/p/N82E16834360244?Item=N82E16834360244,161.72539083525606,AMD Ryzen 5,No
826,703.99,dell,15.6,Intel Core i5 8th Gen,32,1024,NVIDIA Quadro P1000,1920x1080,0,0,Dedicated,Windows 11 Pro,Yes,0,0,"dell grade a laptop 15.6"" intel core i5 8th gen 8400h (2.50ghz) 32gb memory 7530",https://www.newegg.com/dell-precision-7530-work-business-workstation/p/N82E16834833144?Item=N82E16834833144,141.21199808219862,Intel Core i5,NVIDIA
827,2149.99,hp,16.0,Intel Core i5 12th Gen,16,512,Intel Iris Xe,1920x1200,0,1,Integrated,Windows 11 Pro,Yes,0,0,"hp elitebook 860 g9 16"" touchscreen notebook - wuxga - 1920 x 1200 - intel core i5 12th gen i5-1245u deca-core (10 core) - 16 gb total ram - 512 gb ssd - windows 11 pro - intel iris xe graphics -",https://www.newegg.com/hp-860-g9-6c1z7ut-aba-home-personal/p/1TS-000D-0YWA2?Item=1TS-000D-0YWA2,141.50971698084905,Intel Core i5,Intel
828,689.99,hp,14.0,Intel Core i7 4th Gen,16,1000,No,1920x1080,0,0,Integrated,Windows 10 Home,No,0,0,"hp zbook 15 g2 core i7-4810mq 2.7ghz, 16 gb, 1tb ssd, dvdrw, 15.6""win10p64, no_cam, no_touch, a grade",https://www.newegg.com/gray-hp-zbook-15-g2-workstation/p/N82E16834271494?Item=N82E16834271494,157.3505121487356,Intel Core i7,No
829,430.99,lenovo,14.0,Intel Core i5 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"lenovo t480 14.0"" grade a laptop intel core i5 8th gen 8350u (1.70ghz) 16gb memory",https://www.newegg.com/lenovo-thinkpad-t480/p/N82E16834646512?Item=N82E16834646512,157.3505121487356,Intel Core i5,Intel
830,441.99,hp,15.6,Intel Core i7 6th Gen,16,256,Intel HD Graphics 520,1366x768,0,0,Integrated,Windows 10 Pro,Yes,0,0,"hp 850 g3 15.6"" grade a laptop intel core i7 6th gen 6600u (2.60ghz) 16gb memory",https://www.newegg.com/hp-elitebook-850-g3-work-business/p/N82E16834841077?Item=N82E16834841077,100.45466986113651,Intel Core i7,Intel
831,339.99,hp,13.3,Intel Core i5 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 10 Pro,Yes,0,0,"hp grade a laptop elitebook 830 g5 intel core i5 8th gen 8350u (1.70ghz) 16gb memory 256 gb ssd intel uhd graphics 620 13.3"" windows 10 pro 64-bit",https://www.newegg.com/hp-elitebook-830-g5-work-business/p/N82E16834273916?Item=N82E16834273916,165.6321180513006,Intel Core i5,Intel
832,372.99,hp,11.6,MTK,8,64,Integrated Graphics,1366x768,0,1,Integrated,Chrome OS,Yes,0,0,"hp chromebook x360 11mk g3 education edition 11.6"" chromebook 349y7ut#aba",https://www.newegg.com/hp-349y7ut-aba/p/2WC-0001-02EY6?Item=2WC-0001-02EY6,135.0942111925629,Other CPU,Other GPU
833,346.99,acer,11.6,Intel N-series,4,32,No,1366x768,0,0,Integrated,Chrome OS,No,0,0,"acer chromebook 11.6"" chromebook - hd - 1366 x 768 - intel n100 dual-core (2 core) 800 khz - 4 gb total ram - 32 gb flash memory - black",https://www.newegg.com/acer-c736-c09r/p/N82E16834360256?Item=N82E16834360256,135.0942111925629,Intel Other CPU,No
834,445.99,asus,11.6,Intel Celeron,4,32,Intel UHD Graphics,1366x768,0,1,Integrated,Chrome OS,Yes,1,0,"asus 11.6"" chromebook cr1100fka-yz142t(1)",https://www.newegg.com/asus-cr1100fka-yz142t/p/N82E16834236197?Item=N82E16834236197,135.0942111925629,Intel Other CPU,Intel
835,823.99,acer,14.0,Intel Core i3 11th Gen,8,128,Intel UHD Graphics,1920x1080,1,1,Integrated,Chrome OS,Yes,0,0,"acer chromebook enterprise spin 514 14.0"" chromebook cp514-2h-39r7",https://www.newegg.com/acer-cp514-2h-39r7/p/N82E16834360162?Item=N82E16834360162,157.3505121487356,Intel Core i3,Intel
836,353.99,asus,15.6,Intel Celeron,4,64,No,1920x1080,0,0,Integrated,No OS,Yes,0,0,"asus chromebook cx1500 cx1500cka-dh44f 15.6"" chromebook - full hd - 1920 x 1080 - intel celeron n4500 dual-core (2 core) 1.10 ghz - 4 gb total ram - 64 gb flash memory - transparent silver - inte",https://www.newegg.com/p/2WC-000N-06MF8?Item=2WC-000N-06MF8,141.21199808219862,Intel Other CPU,No
837,739.99,acer,14.0,Intel Core i3 11th Gen,8,128,Intel UHD Graphics,1920x1080,1,1,Integrated,Chrome OS,No,0,0,"acer chromebook 514 14.0"" chromebook cb514-1wt-33mw",https://www.newegg.com/acer-cb514-1wt-33mw/p/N82E16834360172?Item=N82E16834360172,157.3505121487356,Intel Core i3,Intel
838,1799.0,msi,16.0,Intel Core i7 12th Gen,16,512,NVIDIA GeForce RTX 3050 Laptop GPU,2560x1600,1,1,Dedicated,Windows 11 Pro,Yes,1,1,"msi summit e16flip a12uct-008 intel core i7 12th gen 1260p (2.10ghz) 16gb memory 512 gb nvme ssd nvidia geforce rtx 3050 laptop gpu 16"" touchscreen 2560 x 1600 2-in-1 laptop windows 11 pro 64-bit(2)",https://www.newegg.com/p/N82E16834156147?Item=N82E16834156147,188.67962264113208,Intel Core i7,NVIDIA
839,391.99,acer,12.0,Intel N-series,4,64,Intel UHD Graphics,1366x912,0,1,Integrated,Chrome OS,Yes,0,0,"acer chromebook spin 512 12"" touchscreen convertible 2 in 1 chromebook - 1366 x 912 - intel n100 dual-core (2 core) - 4 gb total ram - 64 gb flash memory - black",https://www.newegg.com/acer-r856tn-c6t4/p/N82E16834360265?Item=N82E16834360265,136.87230464114273,Intel Other CPU,Intel
840,2299.99,microsoft,14.4,Intel Core i7 11th Gen,32,1024,NVIDIA GeForce RTX 3050 Ti Laptop GPU,2400x1600,1,1,Dedicated,Windows 11 Home,Yes,0,1,"microsoft surface laptop studio aby-00001 intel core i7 11th gen 11370h (3.30ghz) 32gb memory 1 tb ssd nvidia geforce rtx 3050 ti laptop gpu 14.4"" touchscreen 2400 x 1600 2-in-1 laptop windows 11 home",https://www.newegg.com/platinum-microsoft-surface-laptop-studio-aby-00001-content-creation/p/N82E16834736413?Item=N82E16834736413,200.30840419244385,Intel Core i7,NVIDIA
841,2172.99,hp,15.6,Intel Core i7 13th Gen,16,512,NVIDIA RTX A500 Graphics,1920x1080,0,0,Dedicated,Windows 11 Pro,Yes,0,1,"hp 15.6"" zbook g10 business laptops workstation - intel core i7 13800h - 16 gb ram - 512 gb ssd - nvidia rtx a500 - windows 11 pro - 894m1ut#aba",https://www.newegg.com/hp-zbook-g10-work-business-workstation/p/N82E16834841458?Item=N82E16834841458,141.21199808219862,Intel Core i7,NVIDIA
842,189.99,acer,14.0,Intel Celeron,4,32,No,1366x768,0,0,Integrated,Chrome OS,Yes,0,0,"acer chromebook 14 14.0"" grade a chromebook cb3-431-c5ex",https://www.newegg.com/acer-cb3-431-c5ex/p/N82E16834360325?Item=N82E16834360325,111.93520355955211,Intel Other CPU,No
843,344.99,acer,12.0,Intel Celeron,4,32,Intel UHD Graphics,1366x912,0,1,Integrated,Chrome OS,No,1,0,"acer chromebook spin 512 12.0"" chromebook r853tna-c829",https://www.newegg.com/acer-r853tna-c829/p/N82E16834360198?Item=N82E16834360198,136.87230464114273,Intel Other CPU,Intel
844,2097.99,microsoft,14.4,Intel Core i7 11th Gen,16,512,NVIDIA GeForce RTX 3050 Ti Laptop GPU,1920x1080,0,1,Dedicated,Windows 10 Pro,No,0,0,"microsoft surface laptop studio - 14.4"" touchscreen - intelâ® coreâ„¢ i7 - 16gb memory - 512gb ssd - platinum",https://www.newegg.com/p/1XV-001F-00372?Item=1XV-001F-00372,152.9796645890485,Intel Core i7,NVIDIA
845,2089.99,hp,14.0,Intel Core i7 13th Gen,16,512,Intel Iris Xe,1920x1200,1,1,Integrated,Windows 11 Pro,Yes,0,1,"hp elite x360 1040 g10 14"" touchscreen convertible 2 in 1 notebook - wuxga 1920 x 1200 - intel core i7 13th gen (10 core) - intel evo platform - 16 gb ram -  512 gb ssd - win 11 pro - iris xe graphics",https://www.newegg.com/hp-elitebook-x360-1040-g10/p/N82E16834841382?Item=N82E16834841382,161.72539083525606,Intel Core i7,Intel
846,542.99,acer,12.0,Intel Pentium Silver,8,64,Intel UHD Graphics,1366x912,0,1,Integrated,Chrome OS,Yes,0,0,"acer chromebook spin 512 r853ta r853ta-p3r1 12"" touchscreen 2 in 1 chromebook - hd+ - 1366 x 912 - intel pentium silver n6000 quad-core (4 core) 1.10 ghz - 8 gb ram - 64 gb flash memory - chrome",https://www.newegg.com/p/2WC-000K-00XZ7?Item=2WC-000K-00XZ7,136.87230464114273,Intel Other CPU,Intel
847,679.99,helix,15.6,Intel Core i7 11th Gen,16,512,Intel Iris Xe,1920x1080,1,1,Integrated,Windows 10 Pro,No,0,1,"helix mobile workstation 15.6"" intel core i7 11th gen 1165g7 (2.80ghz) 16gb ram 4266mhz memory bbc710ecu7b01",https://www.newegg.com/helix-workplex-1170n-premium-bbc710ecu7b01-education-work-business-workstation/p/N82E16834748017R?Item=N82E16834748017R,141.21199808219862,Intel Core i7,Intel
848,1026.99,asus,14.0,Intel Core i7 11th Gen,8,512,Intel Iris Xe,1920x1080,1,0,Integrated,Windows 10 Home,Yes,1,1,"asus ux425ea-eh71 14.0"" laptop intel core i7 11th gen 1165g7 (2.80ghz) 8 gb lpddr4x memory(5)",https://www.newegg.com/pine-gray-asus-ux425ea-eh71/p/N82E16834235585?Item=N82E16834235585,157.3505121487356,Intel Core i7,Intel
850,1799.99,microsoft,14.4,Intel Core i5 11th Gen,16,512,Intel Iris Xe,2400x1600,1,1,Integrated,Windows 11 Home,Yes,0,1,"microsoft surface laptop studio 9wi-00001 intel core i5 11th gen 11300h (3.10 ghz) 16gb memory 512 gb ssd intel iris xe graphics 14.4"" touchscreen 2400 x 1600 2-in-1 laptop windows 11 home",https://www.newegg.com/platinum-microsoft-surface-laptop-studio-9wi-00001-home-personal/p/N82E16834736410?Item=N82E16834736410,200.30840419244385,Intel Core i5,Intel
851,1429.99,hp,15.6,Intel Core i9 9th Gen,32,1024,NVIDIA Quadro T1000,1920x1080,0,0,Dedicated,Windows 11 Pro,Yes,0,0,"hp grade b business laptop 15.6"" intel core i9 9th gen 9880h (2.30ghz) 32gb memory 15 g6",https://www.newegg.com/hp-zbook-15-g6-workstation/p/N82E16834841209?Item=N82E16834841209,141.21199808219862,Intel Core i9,NVIDIA
852,2598.99,asus,16.0,AMD Ryzen 7 6000 Series,16,1024,NVIDIA GeForce RTX 3060 Laptop GPU,1920x1200,1,0,Dedicated,Windows 11 Home,Yes,1,0,"asus rog zephyrus duo 16 gx650rm-es74 16.0"" gaming laptop(26)",https://www.newegg.com/black-asus-rog-zephyrus-duo-16-gx650rm-es74-gaming/p/N82E16834236234?Item=N82E16834236234,141.50971698084905,AMD Ryzen 7,NVIDIA
853,555.99,lenovo,14.0,Intel Core i7 6th Gen,16,512,Intel HD Graphics 520,1920x1080,0,1,Integrated,Windows 10 Pro,Yes,0,0,"lenovo thinkpad x1 yoga intel core i7 6th gen 6600u (2.60ghz) 16gb memory 512 gb ssd intel hd graphics 520 14"" touchscreen 1920 x 1080 grade b 2-in-1 laptop windows 10 pro 64-bit",https://www.newegg.com/lenovo-thinkpad-x1-yoga/p/N82E16834645793?Item=N82E16834645793,157.3505121487356,Intel Core i7,Intel
854,969.0,aorus,15.6,Intel Core i5 12th Gen,8,512,NVIDIA GeForce RTX 4050 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,No,0,1,"aorus 15 9mf-e2us583sh 15.6"" gaming laptop",https://www.newegg.com/p/N82E16834725219?Item=N82E16834725219,141.21199808219862,Intel Core i5,NVIDIA
855,609.99,lenovo,14.0,Intel Core i7 8th Gen,16,500,Intel UHD Graphics 620,1920x1080,0,1,Integrated,Windows 11 Pro,No,0,0,"lenovo thinkpad x1 yoga intel core i7 8th gen 8650u (1.90ghz) 16gb memory 500 gb ssd intel uhd graphics 620 14"" touchscreen 1920 x 1080 grade b 2-in-1 laptop windows 11 pro 64-bit",https://www.newegg.com/lenovo-thinkpad-x1-yoga/p/N82E16834646505?Item=N82E16834646505,157.3505121487356,Intel Core i7,Intel
856,919.99,microsoft,10.5,Intel Core i3 10th Gen,8,256,Intel UHD Graphics 615,1920x1280,0,1,Integrated,Windows 11 in S mode,Yes,1,0,"microsoft surface go 3 8vj-00001 intel core i3 10th gen 10100y (1.30 ghz) 8gb memory 256 gb ssd intel uhd graphics 615 10.5"" touchscreen 1920 x 1280 2-in-1 laptop windows 11 home in s mode",https://www.newegg.com/microsoft-surface-go-3-8vj-00001-platinum/p/N82E16834736458?Item=N82E16834736458,219.7669348854241,Intel Core i3,Intel
857,1852.99,microsoft,14.4,Intel Core i5 11th Gen,16,512,Intel Iris Xe,2400x1600,1,1,Integrated,Windows 10 Pro,Yes,0,1,"microsoft surface laptop studio 9y1-00026 intel core i5 11th gen 11300h (3.10 ghz) 16gb memory 512 gb ssd intel iris xe graphics 14.4"" touchscreen 2400 x 1600 2-in-1 laptop windows 10 pro",https://www.newegg.com/microsoft-surface-laptop-studio-9y1-00026/p/N82E16834736460?Item=N82E16834736460,200.30840419244385,Intel Core i5,Intel
858,1516.99,microsoft,13.0,Intel Core i5 11th Gen,16,256,No,1920x1080,0,1,Integrated,Windows 10 Pro,No,0,0,"microsoft surface pro 8-13"" touchscreen - intelâ® evo platform core i5 -16gb memory - 256gb ssd - device only - graphite",https://www.newegg.com/p/1XV-001F-00389?Item=1XV-001F-00389,169.45439769863833,Intel Core i5,No
859,839.99,microsoft,10.5,Intel Core i3 10th Gen,8,128,Intel UHD Graphics 615,1920x1280,0,1,Integrated,Windows 10 Home,Yes,1,0,"microsoft surface go 3 8vi-00031 intel core i3 10th gen 10100y (1.30 ghz) 8gb memory 128 gb ssd intel uhd graphics 615 10.5"" touchscreen 1920 x 1280 2-in-1 laptop windows 10 home",https://www.newegg.com/microsoft-surface-go-3-8vi-00031-platinum/p/N82E16834736457?Item=N82E16834736457,219.7669348854241,Intel Core i3,Intel
860,2627.99,asus,15.6,AMD Ryzen 9 6000 Series,16,1024,NVIDIA GeForce RTX 3080 Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,0,"asus rog zephyrus ga503rs-ph94 15.6"" gaming laptop(1)",https://www.newegg.com/eclipse-gray-asus-rog-zephyrus-ga503rs-ph94-gaming/p/N82E16834236320?Item=N82E16834236320,188.28266410959816,AMD Ryzen 9,NVIDIA
